gene ;151f_1_10;126f_10_10;96f_11_10;175f_17_10;79f_1_40;100f_10_40;99f_11_40;163f_17_40
GL0042991_V1_scaffold70271_1_3359_4468;0;1;0;0;0;0;0;0
GL0042996_V1_scaffold34727_2_196_3615;0;1;0;0;0;0;0;0
GL0043000_V1_scaffold1539_3_11575_13512;0;3;0;0;0;0;0;0
GL0043011_MH0051_C2126215_1_3_986;0;0;0;0;1;0;0;0
GL0043011_MH0057_scaffold18872_1_829_1191;0;0;0;1;0;0;0;0
GL0043011_V1_scaffold45862_2_1913_3445;0;1;0;0;0;0;0;0
GL0043016_MH0010_scaffold27521_4_23_1273;1;0;0;0;0;0;0;0
GL0043031_V1_scaffold10417_2_267_1037;0;0;0;1;0;0;0;0
GL0043069_MH0020_scaffold5136_2_9003_10634;0;0;0;0;1;0;0;0
GL0043074_V1_scaffold37669_1_3_608;0;0;0;1;0;0;0;0
GL0043079_O2_scaffold23594_1_3_533;0;1;0;0;0;0;0;0
GL0043112_V1_scaffold729_2_609_1742;0;0;0;1;0;0;0;0
GL0043114_MH0026_scaffold1636_1_8160_9077;0;0;0;0;1;0;0;0
GL0043115_MH0047_scaffold27675_1_838_2262;0;1;0;0;0;0;0;0
GL0043126_O2_scaffold2103_2_342_1142;0;0;0;1;0;0;0;0
GL0043130_MH0046_scaffold30860_1_1876_2088;1;0;0;0;0;0;0;0
GL0043139_MH0010_scaffold28076_1_1_858;0;0;1;0;0;0;0;0
GL0043167_MH0042_scaffold25086_1_3_344;0;0;0;0;0;0;0;1
GL0043167_MH0086_scaffold10016_15_506_1606;0;0;0;1;0;0;0;0
GL0043173_O2_scaffold13029_2_121_426;0;0;0;0;0;0;1;0
GL0043176_MH0020_scaffold13818_6_165_860;0;17;0;1;0;0;0;0
GL0043177_MH0039_scaffold3911_7_3_194;0;1;0;0;0;0;0;0
GL0043186_V1_scaffold26519_3_2596_3105;0;2;0;0;0;0;0;0
GL0043190_MH0016_scaffold26882_1_5092_7260;0;0;0;0;1;0;0;0
GL0043213_MH0057_scaffold4852_3_641_1522;1;0;0;0;0;0;0;0
GL0043216_V1_scaffold6367_20_6003_6161;0;0;0;1;0;0;0;0
GL0043217_V1_scaffold25400_1_1373_2611;0;0;0;0;0;0;1;0
GL0043245_MH0014_scaffold3805_3_3590_6295;0;1;0;0;0;0;0;1
GL0043246_V1_scaffold5506_7_2821_3753;0;0;0;1;0;0;0;0
GL0043261_MH0020_scaffold20169_2_2664_4283;0;0;0;2;0;0;0;0
GL0043265_MH0025_C3694118_1_419_2002;0;0;0;1;0;0;0;1
GL0043272_MH0035_scaffold8524_4_2302_2523;0;0;0;1;0;1;2;2
GL0043302_unmapped_scaffold636466_2_400_1005;0;1;0;0;0;0;0;0
GL0043326_MH0056_scaffold6164_3_7768_10017;0;0;0;2;0;0;0;0
GL0043328_O2_scaffold10822_1_542_1489;0;0;0;0;1;0;0;0
GL0043335_MH0010_scaffold29269_3_3315_4160;0;1;0;0;0;0;0;0
GL0043337_MH0024_scaffold10198_6_791_2545;0;2;0;0;0;0;0;0
GL0043340_MH0049_scaffold33376_1_36_977;0;1;0;0;0;0;0;0
GL0043343_V1_C3644471_1_528_803;0;1;0;0;0;0;0;0
GL0043345_MH0086_scaffold27229_7_1_2886;0;1;0;0;0;0;0;0
GL0043347_MH0019_C1468166_1_4748_5803;0;1;0;0;0;0;0;0
GL0043351_O2_scaffold60276_1_2_982;0;0;0;1;0;0;0;0
GL0043352_V1_scaffold20173_4_475_2754;0;0;0;0;1;0;0;0
GL0043353_MH0037_scaffold13019_3_2_853;0;1;0;1;0;0;0;0
GL0043355_MH0020_scaffold2299_9_18603_21926;0;0;0;1;0;0;0;0
GL0043361_V1_scaffold14517_6_1001_1528;0;0;0;1;0;0;0;1
GL0043378_MH0024_scaffold2141_1_2_292;0;1;0;0;3;2;1;9
GL0043381_MH0017_C1493263_1_1493_3766;0;0;0;0;1;0;0;0
GL0043388_MH0024_scaffold33097_2_803_1624;1;0;0;0;0;0;0;0
GL0043389_MH0008_C1715784_1_278_1228;0;0;0;2;0;0;0;0
GL0043389_MH0024_scaffold33097_2_1783_2052;0;1;0;0;0;0;0;0
GL0043390_MH0037_scaffold3333_9_2_2071;0;1;0;0;0;0;0;0
GL0043400_MH0086_scaffold33162_3_537_719;0;1;0;0;0;0;0;0
GL0043411_MH0068_scaffold5375_4_7347_8639;0;0;0;1;0;0;0;0
GL0043417_MH0020_scaffold335_24_2_610;0;0;0;1;0;0;0;3
GL0043425_MH0034_scaffold18840_5_2_238;0;0;0;1;0;0;0;0
GL0043444_MH0006_scaffold84699_1_789_941;0;0;5;0;0;5;1;0
GL0043452_V1_scaffold20733_3_2811_3890;0;2;0;0;0;0;0;0
GL0043471_MH0055_scaffold27449_2_1221_3992;3;0;0;2;0;0;0;0
GL0043477_MH0062_scaffold60413_1_3_155;0;12;0;0;0;1;1;0
GL0043486_O2_scaffold13821_2_348_2456;0;1;0;0;0;0;0;0
GL0043497_O2_scaffold3883_3_4124_5437;0;1;0;0;1;0;0;0
GL0043501_MH0014_scaffold39633_1_4596_5780;0;1;0;0;0;0;0;0
GL0043539_V1_scaffold45086_5_95_700;0;0;0;1;0;0;0;0
GL0043550_MH0016_scaffold87247_1_1768_2022;0;1;0;0;0;0;0;0
GL0043552_V1_scaffold21512_4_456_941;0;0;0;0;1;0;0;0
GL0043559_MH0011_scaffold18454_6_1525_1902;0;2;0;0;0;0;0;0
GL0043582_MH0065_scaffold82850_2_99_818;0;0;0;0;0;0;0;1
GL0043593_V1_scaffold88116_1_8574_10160;0;2;0;0;0;0;0;0
GL0043602_V1_C3359045_1_1_741;0;0;0;0;1;0;0;0
GL0043618_O2_scaffold730_1_2_130;0;0;1;0;1;0;0;0
GL0043620_MH0020_scaffold37043_2_1043_2200;0;1;0;0;0;0;0;0
GL0043635_MH0017_scaffold44157_1_1734_2378;0;0;0;2;0;0;0;0
GL0043646_MH0026_scaffold21073_1_8517_9992;0;0;0;0;0;0;0;1
GL0043654_V1_scaffold46877_2_2_1147;0;2;0;0;0;0;0;0
GL0043668_V1_C4329148_1_237_1109;0;0;0;0;1;0;1;0
GL0043701_MH0084_scaffold58382_1_173_2518;0;36;0;0;0;0;0;0
GL0043747_V1_scaffold24527_2_2_460;0;0;0;2;0;0;0;0
GL0043760_V1_scaffold25209_1_60_491;0;5;0;1;1;0;0;2
GL0043784_MH0013_scaffold2628_3_360_545;0;1;0;0;0;0;0;0
GL0043799_MH0014_scaffold18370_5_2361_3875;1;2;0;0;0;0;0;0
GL0043814_MH0007_scaffold47404_2_1_579;0;0;0;1;0;0;0;0
GL0043830_V1_scaffold14237_5_2030_2932;0;1;0;0;0;0;0;0
GL0043866_V1_scaffold10283_10_3347_5212;0;1;0;0;0;0;0;0
GL0043869_V1_scaffold22683_3_1912_2448;0;1;0;0;0;0;0;0
GL0043907_MH0058_C4196141_1_1129_1938;1;0;0;0;0;0;0;0
GL0043919_V1_scaffold45538_2_2842_4014;0;0;0;1;0;0;0;0
GL0043925_O2_scaffold10603_1_2605_3441;0;0;0;1;0;0;0;0
GL0043926_O2_scaffold10603_1_4074_4316;0;1;0;0;0;0;0;0
GL0043933_MH0083_scaffold40425_2_608_2026;0;0;0;0;0;0;0;1
GL0043937_V1_scaffold60187_1_1_108;5;2;2;0;40;3;1;2
GL0043951_MH0025_C3628356_1_595_861;0;0;0;1;0;0;0;0
GL0043962_MH0010_scaffold15683_2_5662_6486;0;1;0;0;0;0;0;0
GL0043983_MH0011_scaffold7169_6_1089_2561;0;1;0;0;0;0;0;0
GL0044006_MH0071_scaffold3028_4_1275_2138;0;0;0;1;0;0;0;0
GL0044025_V1_scaffold99042_1_82_777;0;0;0;0;1;0;0;0
GL0044035_MH0057_scaffold6152_1_13756_18003;0;0;0;0;0;1;0;0
GL0044044_V1_scaffold1239_2_1487_3439;0;0;0;0;0;0;0;1
GL0044066_MH0014_scaffold72052_4_1152_1922;0;1;0;0;0;0;0;0
GL0044080_MH0072_scaffold4717_9_2_1696;0;1;0;0;0;0;0;0
GL0044083_MH0025_scaffold23914_1_1_489;0;0;0;1;0;0;0;0
GL0044090_MH0050_scaffold84945_2_1_1083;0;4;0;0;0;0;0;0
GL0044104_MH0060_scaffold72448_2_3_1541;0;15;0;1;0;0;0;0
GL0044113_MH0020_scaffold1518_10_1_507;0;1;0;0;0;0;0;0
GL0044128_O2_C8399753_1_2_643;0;0;0;1;0;0;0;0
GL0044147_MH0047_C1915849_1_1_1149;0;0;0;12;0;0;0;3
GL0044192_V1_scaffold38523_1_11150_13768;0;1;0;0;0;0;0;0
GL0044198_MH0020_scaffold9391_1_2119_3378;0;4;0;0;0;0;0;0
GL0044198_V1_scaffold74158_3_3_743;0;0;0;0;0;2;0;0
GL0044203_O2_scaffold34208_4_3_2069;0;1;0;0;0;0;0;0
GL0044221_MH0020_scaffold22004_1_2_865;0;0;0;0;1;0;0;0
GL0044236_O2_scaffold32192_1_2586_3539;0;0;0;1;0;0;0;0
GL0044240_V1_scaffold4333_2_4452_6071;0;0;0;1;0;0;0;0
GL0044253_MH0015_scaffold62266_1_171_1991;0;0;0;0;2;0;0;0
GL0044274_V1_scaffold26295_1_718_1806;0;0;0;2;0;0;0;0
GL0044279_O2_scaffold23953_2_3_506;0;2;0;0;0;0;0;0
GL0044282_V1_scaffold936_4_8284_9498;0;2;0;0;0;0;0;0
GL0044291_V1_scaffold936_4_16975_17844;0;1;0;0;0;0;0;0
GL0044310_MH0059_scaffold37349_1_451_564;1;3;8;2;45;6;5;6
GL0044321_MH0024_scaffold56488_2_122_439;0;2;0;0;0;0;0;0
GL0044338_MH0014_scaffold11124_3_1334_1759;0;1;0;0;0;0;0;0
GL0044339_MH0010_scaffold6810_2_1766_2506;0;0;0;1;0;0;0;0
GL0044349_MH0061_scaffold3392_4_242_1684;0;0;0;1;0;0;0;0
GL0044399_MH0036_scaffold23727_1_75_551;1;2;0;1;0;0;0;0
GL0044401_O2_scaffold4085_4_9969_12074;0;0;0;0;1;0;0;0
GL0044409_MH0080_scaffold69292_1_288_1094;0;1;0;0;0;0;0;0
GL0044425_V1_scaffold5781_2_2837_4888;0;0;0;1;0;0;0;0
GL0044437_MH0021_scaffold72651_1_1_2115;0;0;0;0;1;0;0;0
GL0044491_MH0074_scaffold5400_2_888_4712;0;0;0;1;0;0;0;0
GL0044497_MH0067_scaffold22256_1_141_1514;0;2;0;0;0;1;0;0
GL0044505_MH0016_scaffold17330_2_165_1775;0;3;0;0;0;0;0;0
GL0044527_V1_scaffold38482_1_2358_3263;0;0;0;1;0;0;0;0
GL0044537_MH0026_scaffold1047_7_16755_17132;0;0;0;0;0;1;0;0
GL0044538_MH0020_scaffold44731_1_269_769;0;0;0;0;0;1;0;0
GL0044551_MH0020_scaffold21122_1_236_769;0;9;0;0;0;0;0;0
GL0044568_V1_scaffold46080_1_769_1188;1;0;0;0;0;0;0;0
GL0044589_MH0016_scaffold16029_6_10154_10774;0;0;0;0;0;0;1;0
GL0044590_MH0020_scaffold46937_1_1436_2080;0;0;0;7;0;0;0;1
GL0044633_MH0012_scaffold19847_9_7117_8427;1;0;0;0;0;0;0;0
GL0044652_MH0010_scaffold20883_1_2449_3846;0;1;0;0;0;0;0;0
GL0044679_MH0020_scaffold9439_24_2446_3855;0;1;0;0;0;0;0;0
GL0044680_MH0047_C1864373_1_1_525;0;0;0;1;0;0;0;0
GL0044697_MH0020_scaffold256_8_4047_4556;0;0;0;1;0;0;0;0
GL0044697_O2_scaffold35181_2_847_1977;0;1;0;0;0;0;0;0
GL0044712_MH0026_scaffold1003_6_11696_12676;0;0;0;0;0;0;0;5
GL0044741_MH0065_scaffold28382_1_1314_1883;0;0;0;0;1;0;0;0
GL0044755_MH0025_scaffold4119_1_477_1985;0;0;0;3;0;1;0;0
GL0044769_MH0017_scaffold22693_2_22_1692;1;0;0;0;0;0;0;0
GL0044779_V1_scaffold25832_2_2_151;5;3;2;5;13;2;4;5
GL0044837_MH0062_scaffold12868_1_1153_2823;0;1;0;0;0;0;0;0
GL0044861_V1_scaffold85805_2_3_107;1;1;1;0;5;1;1;0
GL0044896_MH0014_scaffold92821_1_922_2130;0;0;0;1;0;0;0;0
GL0044913_V1_scaffold3647_2_674_1042;0;0;0;1;0;0;0;0
GL0044915_V1_scaffold3647_2_1342_1551;0;1;0;0;0;0;0;1
GL0044929_MH0024_scaffold36165_7_1724_2641;0;2;0;0;0;0;0;0
GL0044936_MH0025_scaffold26426_8_222_2201;1;1;0;0;0;0;0;0
GL0044937_MH0025_scaffold26426_8_2586_3335;0;2;0;0;0;0;0;0
GL0044938_MH0025_scaffold26426_8_3856_4560;0;1;0;0;0;0;0;0
GL0044949_MH0014_scaffold51744_4_127_1620;0;0;0;0;0;1;0;0
GL0044957_MH0017_scaffold39782_1_2_196;0;1;0;0;0;0;0;0
GL0044976_MH0041_scaffold60679_2_243_2237;0;0;0;0;0;1;0;0
GL0044990_MH0017_scaffold9807_1_1_906;0;1;0;0;0;0;0;0
GL0045005_V1_scaffold33010_8_565_2067;0;0;0;0;7;0;0;0
GL0045021_MH0021_scaffold27099_1_3_314;0;1;0;0;0;0;0;0
GL0045030_O2_scaffold51549_1_1066_2430;0;2;0;0;0;0;0;0
GL0045045_V1_scaffold4801_3_426_1016;0;1;0;0;0;0;0;0
GL0045054_V1_scaffold25265_2_2_973;0;0;0;0;0;0;0;1
GL0045069_V1_scaffold11303_7_4615_7152;0;0;0;1;0;0;0;0
GL0045116_V1_scaffold22798_4_1_480;0;0;0;1;0;0;0;0
GL0045123_MH0025_scaffold56454_4_5876_6823;0;0;0;0;0;0;1;0
GL0045125_MH0026_scaffold7061_3_103_696;0;1;0;0;0;0;0;0
GL0045165_MH0080_scaffold7178_1_3_473;0;0;1;0;0;0;0;0
GL0045178_MH0026_scaffold11047_3_1686_2963;0;0;0;0;1;0;0;0
GL0045188_MH0025_scaffold56393_1_650_1819;0;0;0;1;0;0;0;0
GL0045209_MH0045_scaffold74860_1_2_1909;0;1;0;0;0;0;0;0
GL0045210_O2_scaffold4374_3_507_707;0;0;0;2;0;0;0;0
GL0045219_MH0047_scaffold40192_1_2717_4087;0;0;0;0;0;0;0;1
GL0045223_MH0074_scaffold45554_1_2918_4369;1;0;0;0;0;0;0;0
GL0045227_MH0070_scaffold7864_6_1228_2490;1;0;0;0;0;0;0;0
GL0045227_V1_scaffold22903_1_1_660;0;1;0;0;0;0;0;0
GL0045248_MH0067_scaffold34074_1_1_765;0;1;0;0;0;0;0;0
GL0045257_V1_scaffold62923_1_696_1883;0;1;0;0;0;0;0;1
GL0045305_MH0016_scaffold23287_2_7095_7493;0;0;0;1;0;0;0;0
GL0045307_MH0012_scaffold4711_3_3_383;0;0;0;1;0;0;0;0
GL0045309_MH0006_scaffold280095_2_46_1599;0;0;0;2;0;0;0;0
GL0045321_MH0026_scaffold47939_1_22328_23488;0;0;0;0;1;0;0;0
GL0045328_MH0025_scaffold6950_7_977_1384;0;1;0;0;0;0;0;0
GL0045354_MH0014_scaffold23743_3_1941_2579;0;0;1;0;0;0;0;0
GL0045354_MH0073_C3708841_1_3_254;0;1;0;0;0;0;0;0
GL0045355_MH0024_scaffold3937_11_1_264;0;2;0;0;0;0;0;0
GL0045355_V1_C4299800_1_57_1073;0;0;0;0;1;0;0;0
GL0045365_MH0085_scaffold457_1_3_149;8;17;11;15;44;7;13;21
GL0045377_MH0034_scaffold11906_2_445_588;73;40;33;43;245;34;77;71
GL0045397_V1_scaffold70312_1_45_953;0;1;0;0;0;0;0;0
GL0045403_V1_scaffold97608_1_337_2118;0;1;0;0;1;0;0;0
GL0045404_MH0048_scaffold46003_1_118_1071;0;0;0;0;1;0;0;0
GL0045417_O2_scaffold16348_3_2_475;1;0;0;0;0;0;0;0
GL0045439_V1_scaffold4746_1_1614_2612;0;0;0;1;0;0;0;0
GL0045475_MH0033_scaffold61752_1_1_252;0;1;0;0;0;0;0;0
GL0045496_unmapped_scaffold574487_1_70_1014;0;0;0;0;0;0;0;1
GL0045509_O2_scaffold2116_9_11223_12236;0;0;0;1;0;0;0;0
GL0045542_V1_scaffold10932_5_170_916;0;1;0;0;0;0;0;0
GL0045546_V1_scaffold49399_1_242_1912;0;1;0;0;0;0;0;0
GL0045556_O2_scaffold17585_4_362_2317;0;0;0;1;0;0;0;0
GL0045580_V1_scaffold64141_3_1_1428;0;1;0;0;0;0;0;0
GL0045581_MH0040_scaffold46156_1_2_175;0;1;0;0;0;0;0;0
GL0045584_MH0054_scaffold36269_1_3_113;0;1;0;0;0;0;0;0
GL0045584_MH0076_scaffold59394_4_2_559;0;0;0;1;0;0;0;0
GL0045618_V1_scaffold38924_1_70_324;0;0;0;1;0;0;0;0
GL0045626_V1_scaffold85830_4_13799_14866;0;1;0;0;0;0;0;0
GL0045640_V1_scaffold12952_1_2_859;0;0;0;0;1;0;0;0
GL0045651_MH0052_scaffold40087_4_1764_2609;0;0;0;1;0;0;0;0
GL0045680_V1_scaffold4578_3_3366_4010;0;1;0;0;0;0;0;0
GL0045692_V1_scaffold53624_2_4083_4991;0;0;0;0;0;1;0;0
GL0045699_V1_scaffold53624_2_12809_13918;0;0;1;0;0;0;0;0
GL0045714_O2_scaffold42264_1_612_1049;0;0;0;0;0;1;0;0
GL0045731_MH0010_scaffold35436_1_854_2128;0;1;0;0;0;0;0;1
GL0045740_MH0072_scaffold16165_2_763_2871;0;0;0;1;0;0;0;0
GL0045758_V1_scaffold59225_3_2_766;0;0;0;1;0;0;0;0
GL0045760_V1_scaffold3942_2_3_596;0;1;0;0;0;0;0;0
GL0045763_MH0080_scaffold12050_1_627_1199;0;0;0;0;0;1;0;0
GL0045779_V1_scaffold32130_5_2_943;0;0;0;1;0;0;0;0
GL0045780_MH0059_scaffold143_1_1_510;0;0;0;1;0;0;0;0
GL0045787_MH0075_scaffold49507_1_570_755;0;0;0;1;0;0;0;0
GL0045806_MH0010_C1323396_1_1443_2606;0;2;0;0;0;0;0;0
GL0045832_MH0086_scaffold11308_1_1_993;0;0;0;0;1;0;0;0
GL0045856_MH0080_scaffold71735_1_1_741;0;0;0;1;0;0;0;0
GL0045862_MH0017_scaffold368_3_5710_7290;0;1;0;0;0;0;0;0
GL0045864_O2_scaffold14138_11_440_1705;0;1;0;0;0;0;0;0
GL0045908_MH0049_scaffold20532_1_664_819;124;35;210;63;494;91;199;131
GL0045917_V1_scaffold75911_1_2213_3292;0;4;0;0;0;0;0;0
GL0045919_V1_scaffold75911_1_4617_5438;13;0;0;2;0;0;0;0
GL0045941_MH0021_scaffold5888_1_2185_3036;0;1;0;0;0;0;0;0
GL0045946_V1_scaffold27524_2_204_611;0;2;0;0;0;0;1;0
GL0045950_MH0012_scaffold30782_11_93_524;0;0;0;1;0;0;0;0
GL0045956_O2_scaffold4110_3_514_1629;0;0;0;1;0;0;0;0
GL0045957_MH0084_scaffold51427_1_1542_1679;1;0;0;0;0;0;0;0
GL0045970_V1_scaffold72065_2_11_670;0;0;0;1;0;0;0;0
GL0045987_V1_scaffold1506_5_896_1903;0;1;0;0;0;0;0;0
GL0045990_MH0002_C3683124_1_2_442;0;1;0;0;0;0;0;0
GL0045999_V1_scaffold11633_3_3817_4524;0;0;0;1;0;0;0;0
GL0046001_MH0025_scaffold21037_2_697_1446;0;1;0;0;0;0;0;0
GL0046002_V1_scaffold34401_1_2594_6442;0;1;0;0;0;0;0;0
GL0046022_MH0026_scaffold7477_4_2359_4749;0;1;0;0;0;0;0;0
GL0046026_MH0058_scaffold17875_3_87_1154;0;0;0;1;0;0;0;0
GL0046045_O2_scaffold3552_10_21497_22309;0;2;0;0;0;1;0;11
GL0046050_MH0020_scaffold3710_6_849_2189;0;0;0;0;1;0;0;0
GL0046072_MH0024_scaffold928_1_12477_13625;0;0;0;1;0;0;0;0
GL0046079_MH0021_scaffold58195_1_3_182;0;0;0;0;0;2;1;1
GL0046095_MH0063_scaffold19841_2_2544_3635;0;0;0;0;0;1;0;0
GL0046096_V1_scaffold12723_2_1_801;0;2;0;0;0;0;0;0
GL0046136_unmapped_scaffold596872_1_2_1204;0;1;0;0;0;0;0;0
GL0046141_V1_scaffold9735_1_1_249;0;2;0;0;0;0;0;0
GL0046196_V1_scaffold104910_2_133_1464;1;0;0;0;0;0;0;0
GL0046219_V1_scaffold59103_2_2_346;0;0;0;1;0;0;0;0
GL0046222_O2_scaffold15447_2_50_1174;0;0;0;1;0;0;0;0
GL0046234_MH0020_scaffold14253_9_1969_3999;0;2;0;0;0;0;0;0
GL0046239_MH0067_scaffold32749_1_2983_3546;0;0;0;1;0;0;0;0
GL0046242_MH0053_scaffold21689_2_5405_9073;0;12;0;0;0;0;0;0
GL0046270_MH0024_scaffold42388_2_335_556;0;0;0;0;0;0;0;1
GL0046300_V1_scaffold16033_7_4532_7168;0;1;0;0;0;0;0;0
GL0046305_MH0014_scaffold10778_13_6714_8639;1;11;0;0;2;0;0;0
GL0046307_MH0014_scaffold10778_13_9538_10314;0;1;0;0;0;0;0;0
GL0046312_MH0026_scaffold175_8_2064_3329;0;2;0;0;0;0;0;0
GL0046321_V1_scaffold96814_1_483_713;0;1;0;0;0;0;0;0
GL0046339_MH0083_scaffold17936_1_1736_1963;0;1;0;0;0;0;0;0
GL0046340_V1_scaffold51766_3_1063_2457;0;2;0;2;0;0;0;0
GL0046349_V1_scaffold75609_1_167_1048;0;1;0;0;0;0;0;0
GL0046368_MH0025_scaffold2393_2_1956_5978;0;17;0;0;0;0;0;0
GL0046371_MH0026_scaffold11959_1_177_3518;0;0;0;1;0;0;0;0
GL0046390_MH0057_scaffold13489_1_1_129;0;0;0;1;0;0;0;0
GL0046399_MH0007_scaffold15174_1_128_1861;0;3;0;0;0;0;0;0
GL0046400_MH0025_scaffold24316_2_855_2039;0;0;0;0;0;0;0;1
GL0046412_MH0074_scaffold12165_16_582_1844;0;0;0;0;0;0;0;1
GL0046414_MH0025_scaffold14627_2_6539_8833;0;2;0;0;0;0;0;0
GL0046423_MH0012_scaffold30795_3_258_557;0;0;0;1;0;0;0;0
GL0046436_MH0074_scaffold32912_8_2_1525;0;1;0;1;0;0;0;0
GL0046440_V1_scaffold10961_2_13310_16072;0;0;0;1;0;0;0;0
GL0046444_V1_scaffold17944_1_90_551;0;0;0;1;0;0;0;0
GL0046455_V1_scaffold12532_4_2087_3259;0;0;0;1;0;0;0;0
GL0046467_V1_scaffold27380_3_2628_3608;0;1;0;0;0;0;0;0
GL0046483_V1_scaffold17180_9_5325_5837;0;0;0;3;0;0;0;0
GL0046484_MH0016_scaffold5389_5_1235_3931;0;2;0;0;0;0;0;0
GL0046486_MH0016_scaffold5389_5_4813_6225;0;1;0;0;0;0;0;0
GL0046490_MH0025_scaffold472_5_3621_4862;0;1;0;0;0;0;0;0
GL0046518_V1_scaffold6026_2_1_1422;0;1;0;0;0;0;0;0
GL0046521_V1_scaffold10235_7_1369_3120;0;0;0;0;0;0;0;1
GL0046522_V1_scaffold10235_7_3317_4519;0;0;0;1;0;0;0;0
GL0046530_O2_scaffold15730_17_253_1311;0;0;0;1;0;0;0;0
GL0046538_V1_scaffold554_1_1049_2068;0;0;0;1;0;0;0;0
GL0046548_V1_scaffold32636_1_78_353;0;0;0;1;0;0;0;0
GL0046552_V1_scaffold11420_2_1065_1814;1;0;0;0;0;0;0;0
GL0046579_MH0071_scaffold332_7_319_3066;0;0;0;0;1;0;0;0
GL0046605_MH0084_scaffold16995_3_1381_2259;0;0;0;1;0;0;0;0
GL0046616_MH0035_scaffold94125_2_2_526;0;1;0;0;0;0;0;0
GL0046628_MH0086_scaffold10729_2_24_845;0;0;0;1;0;0;0;0
GL0046644_MH0071_scaffold71248_3_1_603;0;1;0;0;0;0;0;0
GL0046648_MH0006_scaffold241078_1_4759_6099;0;2;0;0;0;0;0;0
GL0046656_MH0076_scaffold73698_1_6937_7317;0;0;0;0;0;0;0;1
GL0046656_MH0079_C2041050_1_512_916;0;0;0;1;0;0;0;0
GL0046659_MH0031_scaffold16365_1_1825_2892;0;0;0;0;1;0;0;0
GL0046685_MH0074_scaffold889_10_7413_9134;0;0;0;1;0;0;0;0
GL0046695_MH0066_scaffold1692_1_2_199;17;1;13;29;25;7;19;31
GL0046696_V1_scaffold54914_1_2762_3232;0;1;0;0;0;0;0;0
GL0046704_V1_scaffold2888_11_257_1576;0;1;0;0;0;0;0;0
GL0046713_V1_scaffold2888_11_5200_5559;0;0;0;0;1;0;0;0
GL0046716_O2_scaffold5608_2_1_3111;0;0;0;0;0;1;0;0
GL0046724_O2_scaffold23873_3_1_150;0;0;0;1;0;0;0;0
GL0046740_O2_scaffold17857_15_1710_2387;0;0;0;0;0;0;1;0
GL0046776_MH0060_scaffold74901_1_20_808;0;0;0;1;0;0;0;0
GL0046781_V1_scaffold6618_1_730_1581;0;0;0;1;0;0;0;0
GL0046792_MH0019_scaffold46706_1_1677_2552;0;0;0;0;0;0;0;1
GL0046799_O2_scaffold16595_1_3_338;0;0;1;0;0;0;2;0
GL0046800_unmapped_scaffold448393_3_2_697;0;0;0;1;0;0;0;0
GL0046809_MH0066_scaffold594_3_12193_12615;0;1;0;0;0;0;0;0
GL0046818_MH0026_scaffold31814_2_2305_3063;0;0;0;1;0;0;0;0
GL0046819_MH0077_scaffold63824_1_1_1527;0;0;0;0;0;0;0;2
GL0046831_V1_scaffold27414_1_612_1910;0;2;0;0;0;0;0;0
GL0046834_MH0024_scaffold25884_3_17441_17914;0;0;0;0;0;0;0;1
GL0046861_MH0065_scaffold103565_1_1_693;0;2;0;1;0;0;0;0
GL0046864_MH0036_scaffold31169_16_2930_3661;0;1;0;0;0;0;0;0
GL0046865_MH0014_scaffold46544_2_321_2624;0;0;0;0;1;0;0;0
GL0046866_V1_C4841407_1_2_643;0;1;0;0;0;0;0;0
GL0046867_V1_scaffold31310_1_2704_3567;0;1;0;0;0;0;0;0
GL0046889_O2_scaffold42775_10_1_1401;0;0;0;0;1;0;0;0
GL0046924_V1_scaffold8667_10_1113_2915;0;0;0;1;0;0;0;0
GL0046926_V1_scaffold8667_10_4736_6280;0;1;0;0;0;0;0;0
GL0046944_MH0019_scaffold24847_5_18_1001;0;0;0;3;0;0;0;0
GL0046949_V1_scaffold105638_6_2370_3485;2;0;0;0;0;0;0;0
GL0046969_MH0003_scaffold66830_3_3740_6085;0;1;0;0;0;0;0;0
GL0046971_MH0033_scaffold108887_2_2_841;0;1;0;0;0;0;0;0
GL0046977_O2_scaffold2311_1_2223_4706;0;0;0;0;0;2;0;0
GL0046980_O2_scaffold2311_1_8747_11425;0;0;0;1;0;0;0;0
GL0046999_V1_scaffold75765_1_56_1462;0;0;0;0;0;2;0;0
GL0047005_V1_scaffold65089_6_722_1597;0;1;0;0;0;0;0;0
GL0047023_MH0038_scaffold85829_1_2132_2272;0;2;0;0;0;0;0;0
GL0047027_V1_scaffold20284_1_4079_4651;2;0;0;0;0;0;0;0
GL0047031_MH0025_scaffold30919_5_2497_4593;0;2;0;0;0;0;0;0
GL0047031_O2_scaffold4793_2_14000_14737;0;0;0;1;0;0;0;0
GL0047032_MH0025_scaffold30919_5_4603_5097;0;1;0;0;0;0;0;0
GL0047037_MH0040_scaffold11089_2_2_640;0;1;0;0;0;0;0;0
GL0047037_O2_scaffold6214_2_107_1303;0;0;0;1;0;0;0;0
GL0047053_MH0043_scaffold26898_1_2_2164;0;0;0;0;0;0;0;1
GL0047054_V1_scaffold50868_1_3_644;0;1;0;0;0;0;0;0
GL0047058_MH0014_scaffold79710_3_17365_17874;0;0;0;0;0;0;1;0
GL0047065_V1_scaffold60745_2_1_567;0;2;0;0;0;0;0;0
GL0047065_V1_scaffold769_6_6374_7825;0;1;0;0;0;0;0;0
