"";"samples";"technology";"run";"tax";"conf"
"7000";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7001";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,48
"7002";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,31
"7003";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7004";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,21
"7005";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,75
"7006";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";0,98
"7007";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Acetivibrio";0,23
"7008";"C";"454seq";"1/8 lanes 12 MID";"Peptostreptococcaceae_Tepidibacter";0
"7009";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7010";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7011";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,82
"7012";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,99
"7013";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,36
"7014";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Shuttleworthia";0,39
"7015";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,95
"7016";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Gallicola";0,06
"7017";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7018";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7019";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Oscillibacter";0,59
"7020";"C";"454seq";"1/8 lanes 12 MID";"Clostridiaceae_3_Caloranaerobacter";0,02
"7021";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,47
"7022";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Anaerostipes";0,34
"7023";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7024";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7025";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,58
"7026";"C";"454seq";"1/8 lanes 12 MID";"Alcaligenaceae_Sutterella";0,97
"7027";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,97
"7028";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7029";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,94
"7030";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7031";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,38
"7032";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7033";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";1
"7034";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7035";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7036";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7037";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,95
"7038";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,45
"7039";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7040";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7041";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,93
"7042";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7043";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";0,92
"7044";"C";"454seq";"1/8 lanes 12 MID";"Streptococcaceae_Streptococcus";1
"7045";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,49
"7046";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";1
"7047";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,96
"7048";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,68
"7049";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,68
"7050";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7051";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,94
"7052";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,45
"7053";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7054";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ethanoligenens";0,02
"7055";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,66
"7056";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,38
"7057";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Oribacterium";0,15
"7058";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7059";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7060";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7061";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7062";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,45
"7063";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Dorea";0,94
"7064";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,57
"7065";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,57
"7066";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,17
"7067";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,85
"7068";"C";"454seq";"1/8 lanes 12 MID";"Coriobacteriaceae_Enterorhabdus";0,01
"7069";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,63
"7070";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7071";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7072";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,26
"7073";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0
"7074";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,4
"7075";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,49
"7076";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7077";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,59
"7078";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,59
"7079";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,99
"7080";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,99
"7081";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,36
"7082";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,97
"7083";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,54
"7084";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,39
"7085";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,97
"7086";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,66
"7087";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";0,72
"7088";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,12
"7089";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,84
"7090";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7091";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7092";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,92
"7093";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,53
"7094";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";1
"7095";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Acetivibrio";0,46
"7096";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,74
"7097";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,88
"7098";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,66
"7099";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,7
"7100";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,53
"7101";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Shuttleworthia";0,43
"7102";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,76
"7103";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,82
"7104";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Syntrophococcus";0,37
"7105";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";0,85
"7106";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,1
"7107";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7108";"C";"454seq";"1/8 lanes 12 MID";"Bifidobacteriaceae_Bifidobacterium";0,98
"7109";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7110";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,73
"7111";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,97
"7112";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,9
"7113";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,99
"7114";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7115";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,65
"7116";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7117";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Acetivibrio";0,27
"7118";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,98
"7119";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7120";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,39
"7121";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,99
"7122";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,34
"7123";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7124";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7125";"C";"454seq";"1/8 lanes 12 MID";"Porphyromonadaceae_Dysgonomonas";0,05
"7126";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7127";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,96
"7128";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7129";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7130";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";1
"7131";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,93
"7132";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7133";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Anaerosporobacter";0,41
"7134";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,99
"7135";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,29
"7136";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Butyricicoccus";0,6
"7137";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,86
"7138";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7139";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7140";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Anaerotruncus";0,2
"7141";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,99
"7142";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,24
"7143";"C";"454seq";"1/8 lanes 12 MID";"Streptococcaceae_Streptococcus";1
"7144";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,61
"7145";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,45
"7146";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7147";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,37
"7148";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Oscillibacter";0,58
"7149";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,93
"7150";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,37
"7151";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,23
"7152";"C";"454seq";"1/8 lanes 12 MID";"Jonesiaceae_Jonesia";0,04
"7153";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,97
"7154";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";1
"7155";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7156";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";1
"7157";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Shuttleworthia";0,39
"7158";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7159";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7160";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";0,67
"7161";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,1
"7162";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";1
"7163";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,59
"7164";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,89
"7165";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,29
"7166";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7167";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,37
"7168";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Oribacterium";0,25
"7169";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7170";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Catonella";0,36
"7171";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";0,61
"7172";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7173";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";1
"7174";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,99
"7175";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,77
"7176";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7177";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7178";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7179";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7180";"C";"454seq";"1/8 lanes 12 MID";"Micrococcaceae_Nesterenkonia";0,31
"7181";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7182";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,95
"7183";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7184";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,84
"7185";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7186";"C";"454seq";"1/8 lanes 12 MID";"Microbacteriaceae_Subtercola";0,05
"7187";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Fastidiosipila";0,11
"7188";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,61
"7189";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,35
"7190";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7191";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7192";"C";"454seq";"1/8 lanes 12 MID";"Alcaligenaceae_Sutterella";1
"7193";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,69
"7194";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7195";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,93
"7196";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,58
"7197";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,22
"7198";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7199";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Tepidimicrobium";0,14
"7200";"C";"454seq";"1/8 lanes 12 MID";"Desulfurellaceae_Hippea";0,11
"7201";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,53
"7202";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,3
"7203";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,57
"7204";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";1
"7205";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,22
"7206";"C";"454seq";"1/8 lanes 12 MID";"Streptococcaceae_Streptococcus";1
"7207";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7208";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Oscillibacter";0,78
"7209";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,99
"7210";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Papillibacter";0,3
"7211";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7212";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,96
"7213";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7214";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7215";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,98
"7216";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7217";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,9
"7218";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,77
"7219";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Lactonifactor";0,97
"7220";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,11
"7221";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7222";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,59
"7223";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,28
"7224";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";1
"7225";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,83
"7226";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,98
"7227";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,25
"7228";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7229";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,99
"7230";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7231";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ethanoligenens";0,04
"7232";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Anaerostipes";0,57
"7233";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Acetivibrio";0,22
"7234";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Pseudobutyrivibrio";0,78
"7235";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,97
"7236";"C";"454seq";"1/8 lanes 12 MID";"Micrococcaceae_Nesterenkonia";0,25
"7237";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Gallicola";0,05
"7238";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,99
"7239";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,26
"7240";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,17
"7241";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Hydrogenoanaerobacterium";0,28
"7242";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7243";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,96
"7244";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7245";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,62
"7246";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7247";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";1
"7248";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7249";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,92
"7250";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7251";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,87
"7252";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Oribacterium";0,29
"7253";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,37
"7254";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,44
"7255";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,87
"7256";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";0,62
"7257";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Oribacterium";0,21
"7258";"C";"454seq";"1/8 lanes 12 MID";"Desulfohalobiaceae_Desulfothermus";0,2
"7259";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7260";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7261";"C";"454seq";"1/8 lanes 12 MID";"SAR11_Pelagibacter";0,31
"7262";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7263";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,94
"7264";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7265";"C";"454seq";"1/8 lanes 12 MID";"Rikenellaceae_Alistipes";0,99
"7266";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7267";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Parasporobacterium";0,47
"7268";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,63
"7269";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";0,74
"7270";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XIV_Blautia";0,89
"7271";"C";"454seq";"1/8 lanes 12 MID";"Nautiliaceae_Nitratifractor";0,12
"7272";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Roseburia";0,94
"7273";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,54
"7274";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Oscillibacter";0,6
"7275";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,54
"7276";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7277";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,66
"7278";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Ruminococcus";0,95
"7279";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Parasporobacterium";0,42
"7280";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Subdoligranulum";0,86
"7281";"C";"454seq";"1/8 lanes 12 MID";"Incertae_Sedis_XI_Sedimentibacter";0,08
"7282";"C";"454seq";"1/8 lanes 12 MID";"SAR11_Pelagibacter";0,32
"7283";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
"7284";"C";"454seq";"1/8 lanes 12 MID";"Lachnospiraceae_Coprococcus";0,77
"7285";"C";"454seq";"1/8 lanes 12 MID";"Bacteroidaceae_Bacteroides";1
"7286";"C";"454seq";"1/8 lanes 12 MID";"Ruminococcaceae_Faecalibacterium";1
